# verdadeiro, estimado, distancia, estimulo
15, 46.5283, 1, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_15.wav
0, 28.8679, -0.00295276, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_0.wav
15, 45.6226, 0.844488, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_15.wav
90, 86.3774, 0.882874, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_90.wav
60, 62.6038, 1, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_60.wav
-30, -1.24528, 0.729331, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_-30.wav
-90, -74.3774, 0.865157, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_-90.wav
-30, 9.62264, 0.764764, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_-30.wav
90, 79.8113, 0.827756, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_90.wav
90, 85.6981, 0.862205, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_90.wav
-90, -70.0755, 0.88189, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-90.wav
30, 50.8302, 0.882874, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_30.wav
-75, -62.8302, 0.760827, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-75.wav
0, 36.1132, -0.0019685, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_0.wav
-75, -85.9245, 0.834646, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_-75.wav
-15, 30.2264, 0.917323, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_-15.wav
90, 82.7547, 0.798228, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_90.wav
0, 19.8113, -0.000984252, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_0.wav
-75, -79.1321, 0.34252, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_-75.wav
15, 46.9811, 1, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_15.wav
75, 48.7925, -0.00295276, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_75.wav
-90, -3.96226, 0.389764, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_-90.wav
-45, 23.6604, 0.608268, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_-45.wav
-60, -33.3962, 0.939961, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_-60.wav
60, 68.2642, 0.566929, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_60.wav
-90, -85.0189, 0.83563, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_-90.wav
-60, -26.6038, 0.905512, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-60.wav
-90, -70.0755, 0.815945, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_-90.wav
75, 78.2264, 0.865157, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_75.wav
60, 57.6226, 0.997047, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_60.wav
0, 22.9811, 1, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_0.wav
-90, -88.4151, 0.839567, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-90.wav
30, 27.9623, -0.00393701, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_30.wav
0, 42.2264, -0.00393701, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_0.wav
-30, 10.7547, -0.0019685, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_-30.wav
45, 59.8868, 0.810039, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_45.wav
45, 70.0755, 0.806102, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_45.wav
-15, 27.0566, 0.94685, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_-15.wav
90, 83.8868, 0.760827, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_90.wav
0, 15.9623, 0.869094, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_0.wav
30, 56.2642, 0.700787, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_30.wav
-60, -44.717, 0.816929, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_-60.wav
75, 77.0943, 0.761811, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_75.wav
45, 53.3208, 0.569882, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_45.wav
-30, -11.2075, 0.739173, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-30.wav
90, 81.1698, 0.802165, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_90.wav
-15, 14.6038, 0.910433, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_-15.wav
15, 48.1132, 0.992126, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_15.wav
-90, -87.9623, 0.812008, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-90.wav
0, 27.0566, 0.94685, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_0.wav
-30, -16.6415, 0.829724, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_-30.wav
60, 71.6604, 0.665354, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_60.wav
-15, 27.5094, 0.958661, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-15.wav
-30, -10.5283, 0.805118, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-30.wav
-15, 30.9057, 0.944882, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_-15.wav
-45, -31.3585, 0.73622, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-45.wav
-75, -87.5094, 0.840551, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_-75.wav
-15, 8.71698, 0.998031, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_-15.wav
90, 82.7547, 0.82185, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_90.wav
-75, -87.5094, 0.825787, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_-75.wav
90, 80.717, 0.822835, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_90.wav
75, 85.9245, 0.824803, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_75.wav
0, 33.1698, 0.670276, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_0.wav
30, 56.2642, 1, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_30.wav
60, 64.4151, 1, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_60.wav
-60, -33.3962, 0.998031, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_-60.wav
75, 85.2453, 0.758858, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_75.wav
90, 82.7547, 0.648622, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_90.wav
45, 63.7358, 0.822835, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_45.wav
-75, -87.283, 0.784449, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_-75.wav
-45, -17.7736, 0.814961, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_-45.wav
-60, -87.7358, 0.810039, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_-60.wav
-15, 8.49057, -0.00393701, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_-15.wav
-45, 28.8679, -0.0019685, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_-45.wav
30, 54, 0.999016, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_30.wav
-15, 18, 1, Sandro_azim_multiplostons_01nov2023_itld_rev_multiplostons_-15.wav
90, 40.1887, -0.000984252, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_90.wav
